sentence1,sentence2,score,tfidf_score,bert_score,hybrid_score
the two dogs were in the pen,the cowboy rode his horse in the desert,0.0,0.3609109455358704,0.21232146,0.2568982998732245
a man is riding on one wheel on a motorcycle,a person is performing tricks on a motorcycle,0.6,0.3590901389620649,0.61315596,0.536936214414297
a cat opens a drawer and climbs inside,a big cat opens a plastic drawer with his paws and then hops inside,0.75,0.4363080696344094,0.82884735,0.7110855828547393
a man is opening a box using a knife,a man is playing a guitar,0.0,0.26055567105626243,0.28368017,0.2767428238392329
a man is kicking oots of water,a woman is slicing a red pepper,0.05,0.10163066979112656,0.00030730804,0.030704316559606024
a man is eating,a woman is rock climbing,0.0,0.1707761131901165,-0.08376348,-0.007401599938314553
a puppy is repeatedly rolling from side to side while on its back,a dog is rolling from side to side,0.7,0.5684918552450584,0.80694115,0.7354063507858588
a young boy sings and plays a guitar,a kid plays the guitar,0.65,0.26055567105626243,0.74290943,0.5982032794952845
the woman is peeling lemon,the man is balancing on the wire,0.08,0.29667236689709064,-0.15996566,-0.022974250364355936
a man is playing the trumpet,someone is playing with a toad,0.16,0.25233420143369617,0.31923762,0.2991665971572512
a dog is looking around,a dog is watching a store counter,0.32,0.2912194185636897,0.6555602,0.546257962381317
a woman is slicing an onion,a man is shown slicing a carrot with a knife,0.24,0.2061369660682861,0.51748556,0.42408098707161496
the man drilled holes into the wood,a man drills wood,0.8400000000000001,0.25213870694526264,0.66097724,0.5383256771871097
someone is cutting a circle out of a pink sheet of paper,someone is pouring tomato sauce into a pot of meat,0.04,0.2456542425073261,0.20609954,0.217965947768601
a man is playing flute,a man is petting a tied up dog,0.04,0.26055567105626243,0.06633181,0.12459896919135802
a man is placing meat in a bag,a man is drivong a car,0.1,0.26055567105626243,0.18340358,0.20654920530323737
a girl is eating a cupcake,a man is playing a trumpet,0.0,0.14438355527738675,0.08760669,0.10463974866992218
a rabbit is sniffing and pawing a stuffed rabbit,a live rabbit is playing with a stuffed animal bunny,0.9,0.3227832750340331,0.67462826,0.5690747450548419
a man is buttering bread,a woman is ridint a horse,0.0,0.14438355527738675,-0.093793884,-0.022340649180352855
a woman is squeezing some cucumber slices,a woman is getting doused in green slime,0.15,0.18443191662261313,0.41393813,0.3450862604821605
a man is taking out the insides of a green pepper,someone is removing the seeds from a bell pepper,0.8,0.21693381701139694,0.5766424,0.4687298030681255
a man takes a piece of pepperoni pizza out of a pizza box and puts it on the lid after he closes the box,the man took a piece of pepperoni pizza out of the box,0.55,0.6512918043139247,0.846782,0.7881349315644106
the man added vegetables to the broth in the pot,a man is adding sliced vegetables to a cooking bowl with water,0.6799999999999999,0.13656182108090958,0.6805165,0.5173300892644126
the man ran and jumped against the wall,a man jumps into a wall,0.6799999999999999,0.19431434016858143,0.6828446,0.5362854955835181
the man is seasoning the sausages,the man added seasoning to water in a bowl,0.48,0.3533721544668105,0.4067539,0.39073936874643045
a clown is singing and people are dancing,a clown is singing,0.6,0.5245910904457137,0.82893324,0.7376305705800642
a woman is feeding an aardvark,a woman is chopping up garlic,0.08,0.25233420143369617,0.346079,0.31795554581237967
a person is rinsing a steak off with water,a man is rinsing a large steak,0.7857999999999999,0.3446421410380548,0.76873255,0.6415054019015654
a boy rode his bike on top of a metal fence,a bmx biker rides along the top of a fence,0.6,0.21693381701139694,0.6167759,0.49682326029011037
a man is throwing knives at a tree,a man is showing magic,0.35,0.26055567105626243,0.106210604,0.1525141228437876
girls are walking on the stage,women models are walking down a catwalk,0.52,0.20199309249791841,0.34989512,0.305524514496545
a woman is doing weight exercises,a woman is exercising with a barbell,0.7,0.25233420143369617,0.7743436,0.6177407872970216
a man is peeling a potato,a man is hiking,0.1,0.4112070550676187,0.18074627,0.24988450855481625
a large bird standing on a table picks up a plastic glass containing liquid and places it in a bowl of something,a bird picks up a plastic cup containing a liquid with its beak and puts the cup into a bowl,0.7,0.2882537840392769,0.8286443,0.6665271400984103
a woman is in the rain,a car is driving along the road,0.0,0.22576484600261612,0.09807977,0.13638529485331702
a woman is hitting a man,a man is holding a slow loris,0.0,0.2912194185636897,0.055017274,0.12587791765279946
a woman is riding an elephant,a man is lifting himself,0.0,0.12735952979479354,-0.018049829,0.025572979028982284
a man is lifting weights,a woman is exercising her abs,0.2,0.12735952979479354,0.19131967,0.17213162793563044
a person is riding a jetski in the waves,a woman is riding a seadoo,0.4,0.23790309463326237,0.45471132,0.3896688510012153
a woman is wearing headphones,a woman is chopping some shiso leaves,0.12,0.26055567105626243,0.17916003,0.2035787184238886
a kitten is eating its food from a plate,a kitten eats some food,0.8,0.23790309463326237,0.8832602,0.6896530676912788
a woman is reading a lifestyle magazine,a woman is slicing a meat into pieces,0.1,0.22576484600261612,0.11587283,0.14884043043719458
a man is pouring chili into a bowl,a man opens a can and pours the contents into a bowl,0.5,0.2605556710562623,0.61733276,0.5102996308804011
the bird ate the food in the tree from a bowl,a bird is eating from a bowl,0.65,0.21248275333494784,0.8271117,0.6427230068857993
a group of girls are exiting a taxi,a video clip of rihanna leaving a taxi,0.4,0.20199309249791841,0.5042414,0.4135669185521404
a woman is seasoning a piece of meat,a man is loading a rifle with bullets,0.0,0.09193998174078082,0.10160364,0.09870454399647359
a man is chopping coriander leaf,a man is playing a guitar,0.16,0.2912194185636897,0.28715727,0.2883759037608641
a man takes a slice of pizza,a man talks on his cell phone,0.16,0.10163066979112656,0.25934288,0.21202921329695712
a man is placing meat inside a plastic bag,a woman is carrying a wallaby in a bag,0.08,0.18443191662261313,0.32335663,0.2816792118991298
a rabbi is talking,a man is walking on a rope,0.0,0.1506401849870651,0.10501576,0.11870308974637893
a man rides a horse,a woman rubs a babys leg,0.0,0.0,-0.112033434,-0.0784234032034874
a man is playing guitar,smeone is laying down,0.0,0.14438355527738675,-0.061122634,0.0005292246115802049
a man is slicing a bun,a man is breaking pots,0.08,0.3360969272762575,0.30661964,0.31546282611817233
a man  is driving a car,a woman dips a shrimp in batter,0.0,0.0,-0.13474478,-0.0943213403224945
a dog is pawing at a fly in the carpet before it,the dog played with a bug on the carpet,0.72,0.26153167277956885,0.64382774,0.5291389232587363
a dog is barking,a jet is flying,0.046200000000000005,0.20199309249791836,0.039623506,0.08833438108883301
a monkey is walking on a bed,a man is riding a horse,0.0,0.12735952979479354,0.045613367,0.07013721405313647
a woman is cooking broccoli,a man is eating his food,0.1,0.12735952979479354,0.11844571,0.12111985697196162
a man is frying a tortilla,a person is performing a card trick,0.0,0.12735952979479354,0.14088498,0.13682734234975016
a woman serving volleyballs over a net,one woman hands volleyballs to another woman who serves them,0.55,0.2455839635926099,0.698244,0.5624459720253232
a man is slicing cucumber with a knife,a man is cooking a tortilla in a skillet,0.15,0.20199309249791841,0.3327567,0.29352761942170064
a man is playing an electronic keyboard,a band is playing instruments,0.25,0.26055567105626243,0.17120817,0.1980124194622492
a man is playing a violin,the baby is laughing and crawling,0.0,0.11521554337793123,0.01869985,0.047654558261792455
a man severs the toe of an empty leather boot using a sword,a man is cutting a boot with a sword,0.75,0.23157052612297283,0.7838744,0.6181832325935142
the person is removing the scales from the fish,a person is descaling a fish,1.0,0.2602688349567312,0.79779303,0.6365357600832718
people are walking in the garden,one boy is talking with other man,0.0,0.0,0.018246092,0.012772263959050179
a young child rides a horse,the little girl rode a horse,0.64,0.12735952979479354,0.70378983,0.5308607222025219
a person is cutting garlic into pieces with a knife,someone is putting ingredients into a wok,0.15,0.17077611319011657,0.3661667,0.30754952559407417
a man is folding a piece of paper,a man is slicing a plastic container with a sword,0.1,0.18443191662261313,0.29703245,0.26325228695520586
the man was pushed into the water,a man pushes another man into the ocean,0.5,0.41925217701260953,0.6674472,0.5929886877336046
a boy is upset playing video games,someone is playing a gameboy,0.35,0.26055567105626243,0.6731938,0.5494023640156245
a man makes a call on a cell phone,a man is making a phone call,0.8,0.38087260847594373,0.9190946,0.7576280001560033
a man is speaking on a phone,a panda bear is chewing on a stick,0.0,0.22576484600261612,0.015916176,0.07887077728526522
a woman is applying cosmetics to her face,a woman is putting on makeup,0.9199999999999999,0.2061369660682861,0.78440475,0.6109243823047693
the man lifted barbells,a man lifts weights,0.8,0.1707761131901165,0.7358014,0.5662937952035254
a woman feeds an animal by hand,the women are feeding the animal,0.6,0.07874460345594508,0.818198,0.5963619688930762
several ferrets climb out of their cage,ferrets climb down from a shelf,0.44000000000000006,0.2061369660682861,0.7919857,0.6162310434337671
a young woman is playing the flute,a woman is washing off the top of a freezer,0.0,0.2798280652432878,0.15724564,0.19402036178318377
a woman shoots a shotgun,the woman is shooting a rifle,0.5599999999999999,0.1506401849870651,0.7946209,0.6014266536559095
a person is adding chili powder to chili with beans,the man is adding seasoning to the beans,0.76,0.23794411161289167,0.56556594,0.46727940004690155
a woman rapidly fires a handgun,a woman is shooting off a gun,0.8800000000000001,0.12735952979479354,0.6777077,0.512603223461372
a person is slicing an onion,a solenodon is walking along the ground,0.0,0.10163066979112656,0.09588224,0.09760676531750688
a dog is opening a fridge,a dog closes a refrigerator door,0.35,0.14438355527738675,0.8065795,0.6079206602645515
a woman is holding a dancing baby up,a woman is abusing her child,0.2,0.22576484600261612,0.3218452,0.29302109336720633
a woman is doing a joker make up on a man,the girl applied face makeup to a man,0.36,0.07244081925041987,0.3964237,0.29922882208433005
the lady added cheese to the sauce,a man pours a plate of shredded cheese into a pot of sauce,0.32,0.10778626961492307,0.5276121,0.40166434992248656
a man is giving a lecture on a podium,a man is delivering a lecture at an event celebrating the game of cricket,0.4666,0.2202881505618297,0.63507974,0.5106422642031253
the cat shimmied under the bed,a cat is crawling upside down under the couch,0.4,0.3533721544668105,0.61141264,0.5340005033709116
a woman is chopping garlic,a woman slices a fish,0.2,0.1707761131901165,0.4656577,0.37719323167737184
a man is cutting grass,a masked man sings,0.0,0.1707761131901165,0.1884501,0.1831478966229743
a man is cutting grass,a clown is singing,0.0,0.1707761131901165,0.017871208,0.0637426800855583
a boy runs away from his fishing line,a boy is running in front of fish hanging on fishing rod,0.6,0.13049436152984828,0.70775205,0.5345747248560492
the man played haki sak in the office,the man is seasoning the vegetables,0.08,0.392181175971253,0.17325878,0.23893549979454973
a man is carrying another man on his back,a man is taking pictures of ant,0.08,0.24718481334341985,0.116216175,0.15550676891891188
meat is dropped into a pan,a woman is putting meat in a pan,0.65,0.38087260847594373,0.6782832,0.5890600148597539
a woman is cutting scallions,a woman falls on a sand castle,0.0,0.12735952979479354,0.2102884,0.18540973975108302
a man is slam dunking a ball,a woman is slicing some onions,0.0,0.11234277891542777,-0.05212264,-0.0027830134110860133
a machine is sharpening a pencil,a girl is riding a bicycle,0.0,0.14438355527738675,0.05772665,0.08372372258430702
a woman is brushing her feet,the sun is rising behind trees,0.0,0.10163066979112656,0.062928945,0.07453946231562623
a man is cleaning the windows,a man is driving a car,0.08,0.2912194185636897,0.29603463,0.2945900605077284
a person is stirring rice,a woman is cracking an egg,0.2,0.12735952979479354,0.23689803,0.20403647436545527
a man puts a knife in a vice,a man is dancing,0.05,0.1506401849870651,0.22721717,0.20424406984701066
a boy plays violin on stage,a boy is onstage playing the violin,0.85,0.22576484600261612,0.92959166,0.7184436128126257
a woman cuts a pink loaf with a knife,a man is playing a guitar,0.0236,0.0,0.0763053,0.05341370776295662
a man is adding pork chops to a pan,a woman is peeling a potato,0.2,0.10599213135093251,0.06222509,0.07535520133927404
the men are fighting each other,the man drew on the white paper,0.08,0.16279449511971253,0.114653364,0.12909570470275336
a man is catching a ball,a cat is rubbing against a baby,0.0,0.12735952979479354,0.020405114,0.05249143871263898
a girl is reading a newspaper,a chef is peeling a potato,0.0,0.14438355527738675,-0.021177933,0.028490514121711087
a slow loris bites a persons fingers,a small animal is chewing on a finger,0.5,0.0,0.47231132,0.33061790466308594
a man is walking along a path through wilderness,a man is peeling an onion,0.15,0.2061369660682861,0.09223554,0.1264059660788591
the man played his guitar,a guy is singing while playing his guitar,0.6,0.2061369660682861,0.7208673,0.5664481712337549
some men are skating on the road,two boys are skate boarding,0.52,0.09349477497536716,0.44509894,0.33961767616212
a man pours liquid into a pan,the chef poured oil in the pan,0.52,0.08176804146599938,0.609148,0.45093402433822205
a boy is playing piano and singing,a pig is agitating a lion,0.0,0.11521554337793123,-0.022595964,0.018747488325397764
a cat and a ferret are playing,a ferret and kitten play together,0.85,0.25233420143369617,0.91200167,0.714101411133539
a monkey is walking through the water,a guy is playing a trumpet,0.0,0.11521554337793123,-0.029798694,0.013705577989976202
a woman is putting on makeup,a band is singing,0.0,0.1506401849870651,-0.007990696,0.03959856890022066
a dog is driving a car,a guy is talking into a microphone,0.0,0.12735952979479354,0.0011232179,0.03899411143287382
the man sang on stage into the microphone,a man in a suit is standing at a microphone and singing,0.7,0.11914719328677728,0.5782678,0.44053160901485705
a car backs out of a space,a car is taking reverse,0.48,0.12735952979479354,0.6227539,0.4741356076185528
a man is holding a frog,a man is emptying a plastic container,0.12,0.2912194185636897,0.25769097,0.26774949291892225
a man is traveling in a boat,a woman is cutting up a carrot with a knife,0.0,0.09349477497536716,-0.10333349,-0.044285007691983055
the man rode his motorcycle down the highway,a person is driving a motorcycle on a road,0.75,0.06997254341808112,0.5160453,0.38222344771017774
a man is dicing an onion,the man is playing the guitar,0.08,0.19087406613020358,0.27694887,0.25112643127914747
a man performs on a stage,a man guts a fish,0.08,0.1707761131901165,0.22890916,0.21146925220425786
the women are sitiing down,two women are sitting close to each other and talking,0.52,0.16836842163679847,0.64503473,0.5020348437555964
a man removes a couple of toaster scrambles from a plastic packet,a man removes food from a bag,0.35,0.29526755538240534,0.60414433,0.5114813009698852
a woman is dancing by a fire,a man ties a noose,0.0,0.0,0.09603457,0.06722419708967209
a man is meditating,the man is riding the horse,0.15,0.2695176132460323,0.2535879,0.2583668121081557
a boy is cutting paper,a man is loading a rifle,0.0,0.14438355527738675,0.02216765,0.05883242059475167
the man talked on the telephone,girls are walking on the stage,0.0,0.28843236254753224,-0.16607127,-0.029720172920520455
a man is playing the guitar and singing,a man is opening a package containing headphones,0.16,0.18443191662261313,0.17520511,0.17797315005907244
the soccer player kicked the ball side to side between his legs,a person is kicking a soccer ball back and forth between his feet,0.6799999999999999,0.17998891881180665,0.69303226,0.5391192669006373
an animal is walking,a woman is applying eye makeup,0.0,0.12735952979479354,-0.0056621293,0.03424436845601833
someone is scratching an animals belly,a woman is stroking a lemur,0.4,0.11521554337793123,0.28421596,0.23351583286182145
a man is lifting heavy weights,a wallaby is licking a womans hand,0.05,0.11234277891542777,-0.043901216,0.0029719826800413823
a boy is playing with a toy,a boy plays a handheld game,0.6,0.12735952979479354,0.6571152,0.4981884957735363
a man dives off of a cliff,a man is riding a motorcycle,0.13340000000000002,0.12735952979479354,0.2757178,0.23121030642436183
a man is coming out into the water,a man rises from a swamp,0.64,0.10599213135093251,0.44862437,0.34583469418242513
a man and woman dance,a man is petting a dog,0.0666,0.14438355527738675,0.20244288,0.18502507973438484
a man is sweeping the floor of a house using a long broom,the man swept the empty living room,0.6666000000000001,0.1979527859240332,0.5270852,0.4283454712733495
a group of couples are dancing,men and women are dancing slowly,0.6666000000000001,0.22576484600261612,0.7029673,0.5598065361963385
a man is scaling a fish,a man pours some cooking oil into a pot,0.2,0.10599213135093251,0.19203033,0.16621886876776754
the man set up his camera to take sunset pictures at the beach,a man is taking pictures of a lake,0.44000000000000006,0.12081074506081595,0.5820688,0.4436913662851973
someone is holding and petting a baby tiger,someone is rinsing a large beef steak at the kitchen sink,0.08,0.13754360455586231,0.19645712,0.17878306680415187
the man is playing the guitar,the cat cleaned his face with his paw,0.0,0.13378509294631244,0.056713235,0.07983479175460984
the man did pushups on a wall,the man tased the food,0.05,0.318674182630373,0.2733772,0.2869663047006109
a woman cuts up a vegetable,a woman is slicing egg plant,0.45,0.12735952979479354,0.6042821,0.4612053038065258
a person breaks an egg into a small bowl,a man cracks an egg,0.52,0.23790309463326237,0.68926716,0.5538579214643958
a man is playing keyboards,a man is riding a mechanical bull,0.24,0.2912194185636897,0.17102477,0.2070831627602118
a dog is running around a yard,a black pet dog runs around in the garden of a house,0.64,0.16836842163679847,0.6299361,0.49146577794634655
a child is walking down the street as a jeep pulls up,a woman is walking along a road and a man in a motorcar pulls up beside her,0.27999999999999997,0.2152827154634189,0.3988494,0.3437793782662687
a man is adding oil to a pot,a dog is catching a fish in a river,0.04,0.09193998174078082,0.049213026,0.0620311136430705
the girl danced in front of the bonfire,a woman is dancing to music standing near a bonfire,0.55,0.05992996822422367,0.6545259,0.4761471096593905
a man is chopping butter into a container,a woman is cutting shrimps,0.12,0.11521554337793123,0.1901679,0.16768218978301744
a girl is dragged downhill by a dog,a dog is pulling a child down a hill,0.76,0.20199309249791841,0.5344992,0.4347473694684307
the man took off his sunglasses while talking,a man wearing a hard hat removes his glasses as he speaks,0.6799999999999999,0.12735952979479356,0.6680768,0.505861610311729
the two men did a funny skit with a boxer in front of a crowd of people,boys are dancing in front of people,0.3,0.31882319724566466,0.21873075,0.2487584766030512
the girl is tiding up her bed,a woman is making a bed,0.5,0.23790309463326237,0.5997373,0.4911870349478248
someoen is cooking onions,a man is swinging nunchucks,0.0,0.14438355527738675,0.057228707,0.08337516207224113
the man is using a sledghammer to break the concrete block that is on the other man,a man breaks a slab of concrete that is lying on a prone man with a sledge hammer,1.0,0.2894052925123418,0.6998178,0.576694013548304
the lady put the dried noodles in the hot water to cook,a woman places a container of noodles in a pan of water,0.8666,0.12111647371647052,0.6730621,0.5074783964282193
the girls danced on the stage,a girl is putting on makeup,0.0666,0.08704446792504218,0.23977241,0.19395402979821272
a panda bear is laying down,a baby panda relaxes on some logs,0.6666000000000001,0.10163066979112656,0.6267371,0.46920516549307834
two kids are playing in a swimming pool with a green colored crocodile float,two kids push an inflatable crocodile around in a pool,0.8400000000000001,0.32081781197329556,0.809608,0.6629708956740504
a couple of policewomen are singing karaoke,two women are dancing,0.16,0.11521554337793123,0.21973449,0.1883787999953435
a man is putting broccoli into water,a person is peeling a potato,0.2,0.11521554337793123,0.19735824,0.17271542950526933
the doctor was helping the patient,doctors are trying to revive a man,0.5599999999999999,0.0,0.58124185,0.4068692922592163
some is grating onion into water,a person grates a potato into a bowl,0.3,0.10163066979112656,0.5106427,0.3879390901203824
a baby is talking,a boy is trying to say firetruck,0.24,0.13627634143908643,0.24530497,0.21259637384438462
a woman boils eggs,a woman places two eggs into a pot of water,0.6,0.2695176132460323,0.731868,0.5931628682595458
a woman puts ingredients in a whisked egg,a man pours gasoline,0.0,0.0,0.044660978,0.03126268461346626
a woman is slicing mango,a man is putting cheese on a tortilla,0.12,0.11521554337793123,0.067352995,0.08171175821677903
a girl is slicing a butter into two pieces,a woman is slicing tofu,0.2,0.23790309463326237,0.50677705,0.4261148561071876
a man is playing the guitar,a person is slicing a meat into pieces,0.0,0.10163066979112656,0.1821325,0.15798194168765078
a man is opening a package containing headphones,a woman is riding a horse,0.0,0.11521554337793123,-0.06657073,-0.012034848043759074
a girl is playing a guitar,a boy is playing a keyboard between the people,0.2,0.23790309463326237,0.13902485,0.16868832598443062
a little girl plays the violin on a beach,the girl sat on the couch to crochet,0.0,0.3249317266808787,0.30168682,0.3086602943619144
a monkey is karate kicking at someones gloved hand,a monkey pratices martial arts,0.7,0.09867961797986957,0.7267641,0.5383387076672153
a female applies something to he hair with her hands,a cat is eating a slice of watermelon,0.0,0.0,-0.02761138,-0.01932796649634838
a man is karate kicking at another man wearing protective boxing gloves,a man is kick boxing with a trainer,0.5,0.30067655812098754,0.6539469,0.5479657750439471
the man is playing the wooden flute,a little boy is vacuuming the floor,0.0,0.26543445496171714,0.07673425,0.13334431382539869
a young woman is playing a guitar,a woman cuts up some meat,0.15,0.11234277891542777,0.28812498,0.23539031865425786
the men are playing soccer,a man is riding a motorcycle,0.0,0.0,0.074533656,0.05217355862259865
a woman is running on the beach,a dog is swimming in a pool,0.0,0.10163066979112656,0.06709686,0.07745700164396295
a man is straining pasta,a man plays a wooden flute,0.0,0.14438355527738675,0.35140225,0.28929664064174876
pandas play on a swing,a man is playing guitar,0.16,0.0,0.122269824,0.08558887243270874
